,tweet,score
479,"RT @DavidBairdSC: Messi has played against 82 different teams in his Barcelona career.

He has scored against 71 of them 

⚽️🐐 https://t.co…",0.2332157743
480,@LaurenJThom happy birthday u babe❤️❤️❤️❤️ have the best time in London✨✨✨ https://t.co/q0uLe3pFSB,0.4258416159
481,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596
482,It’s actual so weird no sleeping next tae yer partner eh like get into ma bed n cuddle me ya massive softy 😍 x,0.210452068
483,"RT @PassDance: Our BA students had an awesome time at Forrester High School! Well done to the dancers who took part, you were awesome! 🌟 ht…",0.1879448541
484,😭😭😭😭😭,0.1371593459
485,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596
486,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596
487,@Tweets_Girl_ Grazieeee😘 veramente ancora sei in orario ahah,0.2119268996
488,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596
489,@T_Nenninger Cette nana est folle... 😱,0.1791599872
490,best feeling when you’ve genuinely found ur soul mate but ur also the bestest of friends n can slate the fuck oot eh each other😍x,0.210452068
491,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596
492,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596
493,RT @Princessofwifi: Eddie and Richie are my fave 😂 https://t.co/o82n08GhjL,0.1811478038
494,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596
495,RT @RCS_MT: Some sneaky pictures from rehearsals today. Spring Awakening opens two weeks on Saturday 🤘🏻🎤 https://t.co/5asz0s35sA,0.1974991985
496,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596
497,RT @xdeminess: omg hello I have never wanted a pair of sandals so much in my whole life 😻 https://t.co/v80b0sSMUI,0.2066688041
498,RT @MichelleGr4h4m: Come on guys it's a fab read 😊 Love iScot Magazine 😊❤ https://t.co/A3g1rhOUHN,0.2974030138
499,@ilivedinacake 💜💜💜 I'll be around if you want someone to talk to on your bday!!,0.2927861494
500,RT @susanvernor: My cousin sent me this video of him scaring his wee brother and I honestly can’t cope with how funny this is😭😭😂 https://t.…,0.1692209041
501,RT @Princessofwifi: This is so funny 😂💀 https://t.co/djE66j3Jft,0.1678743187
502,'Oh my god imagine an alcoholic ice blast 😝😍👌🏼' https://t.co/i30Rw4It2x,0.2736774607
503,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596
504,"@RedMedusa13 Other than since November, you mean? 😃",0.2026931709
505,@garibaldali Sneezed 😁 on Saturday morning,0.1957678743
506,@Nicolecullenn @CallProbs 😂😂😂😂,0.2236614299
507,📱 Win an iPhone X!!!! 📱 https://t.co/OiTvhZECjr,0.2064764348
508,I love my new room set up 😍 https://t.co/VOJ1rDqZZe,0.210452068
509,RT @susanvernor: My cousin sent me this video of him scaring his wee brother and I honestly can’t cope with how funny this is😭😭😂 https://t.…,0.1692209041
510,Don't do drugs kids... 😂😂 https://t.co/0FR9NjRQkZ,0.1953190125
511,Why did I decide to watch @shanedawson new video in my bed in the dark? Far too scary😫,0.1576787432
512,RT @sharon_cantley: @Mr_Houdini_Cat Morning Houdini looking cool as ever you have a pawsome day Malibu sending hugs love and purrs to you😺😺…,0.217633857
513,@DeanCarrie 😂😂,0.1953190125
514,"RT @HibsOfficial: 🎟 | Join us at our next home game against Hamilton on Wednesday 28 February - with the tickets on sale now

➡️ https://t.…",0.1764026932
515,"Happy 21st bday @shannon_mccx, hope you've had the bestest day 🕺🏽🎈 I also hope you didn't think you'd get away with… https://t.co/OWPJZy0wBY",0.2130169926
516,RT @Princessofwifi: This is so funny 😂💀 https://t.co/djE66j3Jft,0.1678743187
517,@melissaamy88 People unfollow me when I don’t follow back I mean I never asked you to follow me so aye gtf thundercunt😂,0.1811478038
518,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596
519,@ailidhlangan Thank you so much ailidh! 😚🧡 xx,0.2125040077
520,"اگر رشتہ دیکھنے جاو اور چائے کا ذائقہ اچھا نہ لگے تو 
سمجھ جاو کہ لڑکی نے لڑکے کو چائے کے بہانے فٹے منہ بول دیا ہے 😃😜😂",0.2460403976
521,RT @Princessofwifi: This is so funny 😂💀 https://t.co/djE66j3Jft,0.1678743187
522,@Julesywooooolsy #Remoaners read and weep😄,0.1939724271
523,"RT @KatePow3ll: When you get desperate dairy farmers directly parodying you, that’s how you know you’ve made it(!) 👻🐄

Why did you do this…",0.199422892
524,"RT @ucagu: I tell you what, i clicked on this thread fully expecting abuse to be thrown towards the tweeter but how wrong was I 😂 https://t…",0.1811478038
525,Such a tough but amazing sesh tonight @holyroodboxing 🥊🙌🏽,0.2028214171
526,"Jealous of people that have such class lives, unreal looking &amp; loads of money 😫where did I go wrong",0.1576787432
527,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596
528,"بریانی ہو یا دِل دا جانی
بنانے میں تھوڑا ٹائم تو لگتا ہے ناں.😸",0.1932670728
529,RT @sharon_cantley: @Mr_Houdini_Cat Morning Houdini looking cool as ever you have a pawsome day Malibu sending hugs love and purrs to you😺😺…,0.217633857
530,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596
531,Can’t decide who I love more - @NevSchulman or @maxjoseph 😍,0.210452068
532,RT @LessonGKA: ⚽ FREE LAUNCH SESSIONS COMING SOON! ⚽ Keep your eyes peeled for more! https://t.co/SKr8UQK8KR,0.2459762744
533,@DrCarpineti @illucifer 😂. He’s very pretty though.,0.1811478038
534,@Natalieturnerxx Ilysm 💘 xx,0.2107726836
535,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596
536,RT @Eamon_K_: 🐐⚽️ https://t.co/9BNwfPM3h5,0.2332157743
537,"RT @DavidBairdSC: Messi has played against 82 different teams in his Barcelona career.

He has scored against 71 of them 

⚽️🐐 https://t.co…",0.2332157743
538,RT @MichelleGr4h4m: Come on guys it's a fab read 😊 Love iScot Magazine 😊❤ https://t.co/A3g1rhOUHN,0.2974030138
539,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596
540,Get so rajing when a dinny win the lottery... Like get too fuck 😩😩😩,0.0961846746
541,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596
542,"@32Porkchop Oh, bless him.....so sorry for your loss 🌈🌈💔🐾",0.2641872395
543,@YayItsBrandee Hey Brandee hope you’re well xxx 😊,0.208271882
544,"@leahgreensx Why’s he asking you’re permission, like he’s no gonna do it anyways or not that your gonna be able to stop him! 😂😂😂 fanny dick",0.2094902212
545,"@dermkennedy was absolutely incredible tonight, genuinely one of the best voices I’ve heard ever live!! Loveeee you❤️❤️",0.2626482847
546,RT @Darrah_lindsay: Some girls will say anything to get some attention from a lad...very very sad 😴,0.1618467458
547,@lauren_clox @holyroodboxing You will love it hun! I’m gonna try make it tomorrow for support 😂💪🏼🤛🏼 xx,0.2167361334
548,"RT @rosscolquhoun: A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish Affair…",0.1843539596
549,"This is me.  Too much!! ""You are my Millie, my only Millie"".....  I am pathetic haha!! 😂😂 https://t.co/uOjFoncGTW",0.1953190125
550,Cast and crew meeting on Thursday breaktime in A22 - please come along and spread the word - Mrs A 🎶,0.2014107086
551,@mccabejoinery Same here 😂😂😂 nippy bitches,0.2094902212
552,"I always cry at the end of the notebook, every time without fail😭😭😭",0.1490862456
553,"میرا دل چاہتا ہے سب کچھ چھوڑ چھاڑ کر اپنی پوٹلی 
اُٹھاوں اور مکہ مدینہ چلا جاؤں اور اتنا رووں کہ میرا 
وجود تحلیل ہو جائے...😢😢🕋🕋",0.1678743187
554,RT @Darrah_lindsay: Some girls will say anything to get some attention from a lad...very very sad 😴,0.1618467458
555,"A case study of a Scottish Tory politician:

❌ Failing to turn up to discuss the impact of Brexit at the Scottish A… https://t.co/PHA9O0eMqV",0.1843539596
556,Can’t wait to get maga booked🌞,0.202757294
557,🐐⚽️ https://t.co/9BNwfPM3h5,0.2332157743
558,RT @Princessofwifi: This is so funny 😂💀 https://t.co/djE66j3Jft,0.1678743187
559,@BlairCarniexo His old man should know better! 😂😉,0.2108368067
560,RT @MichelleGr4h4m: Come on guys it's a fab read 😊 Love iScot Magazine 😊❤ https://t.co/A3g1rhOUHN,0.2974030138
561,RT @susanvernor: My cousin sent me this video of him scaring his wee brother and I honestly can’t cope with how funny this is😭😭😂 https://t.…,0.1692209041
562,Some girls will say anything to get some attention from a lad...very very sad 😴,0.1618467458
563,RT @rosscolquhoun: 👀 https://t.co/fL5Nd9kv8I,0.1710163514
564,"@GMackinnonx Christ, they'd be better having a fag 😂",0.1811478038
565,@SeanLy0n Omg sean😭😭,0.1550496954
566,@xdeminess Snap.... ..pair of arseholes would never deal with nationwide just cos that advert 🙈🙈🙈,0.2500801539
567,RT @shaniaheggie59: I'm sick of seeing 'could not refresh please try again' on snapchat😠,0.1478037833
568,RT @susanvernor: My cousin sent me this video of him scaring his wee brother and I honestly can’t cope with how funny this is😭😭😂 https://t.…,0.1692209041
569,"@ShugTaylor1875 Its squev, the big mans not a clue what hes doing😅",0.1783905098
570,"کچھ لڑکیاں اتنی صفائی پسند ہوتی ہیں.
دو دن محبوب نہ نہائے،محبوب بدل لیتی ہیں 😂😅🚿🚿",0.2695094582
571,RT @forthone: Tonight @JamesBayMusic (and his new haircut) joins @CallumsTweets on Forth 1! Tune in from 7... 💇🎙️🎶 https://t.co/Ext6IfC6l0,0.2223789676
572,@tynie18744 Absolutely not!  Quickest quicky in history😂😂 40 times a day though,0.1953190125
573,RT @susanvernor: My cousin sent me this video of him scaring his wee brother and I honestly can’t cope with how funny this is😭😭😂 https://t.…,0.1692209041
574,@flooringfitter No idea what that means... nothing is stopping this radgie gadgie 😎,0.1984610452
575,RT @EmmaWillDrainU: @FindommeLoser @CashMasterBates This is my favourite tweet ever. ✌️,0.1966655979
576,RT @EmmaWillDrainU: @FindommeLoser @CashMasterBates This is my favourite tweet ever. ✌️,0.1966655979
577,"RT @ProperAdventure: Another #properadventure stunner from IG 📷@callumthompsonphotography, The Storr 🏴󠁧󠁢󠁳󠁣󠁴󠁿

@VisitScotland @BBCEarth #vis…",0.1945495351
578,@BlairCarniexo Just off the phone to him ma mans alright 😭👊🏼❤️,0.2234690606
579,RT @susanvernor: My cousin sent me this video of him scaring his wee brother and I honestly can’t cope with how funny this is😭😭😂 https://t.…,0.1692209041
580,Happy birthday @abbieodetayo have a class day 😇x,0.2046168644
581,"@1Samcotton happy birthday champ, hope you’ve had a good one bro💚",0.2090413594
582,Brother Theresa 😂 https://t.co/aEhZaeGeUC,0.1811478038
583,@xMattyRae13 @TaylorSangster @emma_mcleod_ Have you stretched his neck...👀,0.1710163514
584,@GMackinnonx Jealousy 🤔🤥😂😂,0.1953190125
585,RT @aimee937: can’t tell if this has been the best or worst thing for me😴,0.1618467458
586,میں اپنے گھر کا ممنون حسین ہوں اگر میں کسی کو نہ بلاؤں تو کوئی مجھے بھی نہیں بلاتا... 😌😌😢,0.2292401411
587,RT @David_Lokietek: Aston villa🤣😡,0.1558832959
588,@benwhitworth1 Great entrance! I'm waiting in the wings to book my first BA A350 flight.... 😉,0.1966655979
589,"RT @activeXbacks: Fed up with lower #BackPain or #sciatica? If you want a long-term solution to back pain, you have to put in the work! 👇ht…",0.1828150048
590,Absolute legend 🎸🔥❤️ https://t.co/n5YLn8yu06,0.2568130811
591,"RT @whitehilwelfare: 👀 ... a big thank you to Mr P McGauley from Rosewell, who messaged in to say he spotted this at the end of Emmerdale t…",0.1710163514
592,RT @HibsOfficial: ️⚽️ | The Hibernian Community Foundation collected the Scottish FA’s ‘Legacy’ Quality Mark accreditation at an awards lun…,0.2064764348
593,@_katiegold_xo We could always have a look at it again?? Cheaper the better 😂😂,0.1953190125
594,@teigngardener 😁 https://t.co/g37ZxYSksn,0.1957678743
595,"RT @annewitha_e: 'you've been in power for 10 years and what have you done?'
👇👇👇
made Scotland better 
@STVNews @BBCScotlandNews @Channel4N…",0.2144918243
596,RT @Princessofwifi: This is so funny 😂💀 https://t.co/djE66j3Jft,0.1678743187
597,@iambita hehe 💛😊 https://t.co/uZwesOH3kO,0.2537351715
598,can’t tell if this has been the best or worst thing for me😴,0.1618467458
599,@MylesRakSu ❤️❤️,0.2626482847
600,@louisedrumm @lcreanor Well done Louise 👍🏻👏🏻🍾🎉,0.2810516191
601,@SymeDebsyme DEBBIE! 😂😂😂 she’s only human huh 🤷🏻‍♀️,0.2094902212
602,@jetblackmorris Check you💚you lil Stunner❤️,0.2568772042
603,@stylesdoms Grazieee🌹,0.2054504649
604,RT @Princessofwifi: This is so funny 😂💀 https://t.co/djE66j3Jft,0.1678743187
605,@hughie_maughan @ryruckledge Happy very late Valentines hope you both had a lovely day xxx 😘❤️🌹,0.2982366143
606,RT @JamTarts: Happy Wayne Foster Day! ⚽️🎈🎉 https://t.co/3FVma6PcAs,0.2998396922
607,@MainlyOasis @dylanSIBBALD the shoe size bit 😂😂,0.1953190125
608,RT @xdeminess: Why is it when your hair is dark you want blonde hair &amp, when your hair is blonde you want it back dark 😾
609,RT @sarahxxxnicol: Typical girly tweet but omg the day I get my lips done will be the BEST day of my life 💉👄,0.2203270279
610,@JanetMcwee @hairyhighlnder Probably 😂,0.1811478038
611,RT @Princessofwifi: This is so funny 😂💀 https://t.co/djE66j3Jft,0.1678743187
612,@AllyBrogzP @brogandouglass The biggest wind up award goes to👏🏼👏🏼👏🏼,0.2670086566
613,RT @EmmaWillDrainU: A pig that knows what he’s talking about... something even more rare ✌️ https://t.co/PJvj7tVHtP,0.1966655979
614,IF YOU THINK THAT MAYBE IT’S HER THEN PROMISE ME YOUNG MAN YOU’RE GONNA LET HER KNOWWW❤️❤️❤️,0.3104841295
615,"خود سے لڑتا ہوں، بگڑتاہوں، منا لیتا ہوں 
میں نے تنہائی کو اک کھیل بنا رکھا ہے..😌😌 https://t.co/pDCpHKjVf7",0.2287912793
616,RT @beccaadavidson: heart breaks for this poor lassie imagine the person u love doing this to u☹️ makes me feel sick reading it https://t.c…,0.1335043283
617,@thelouisemerick Hi hope u had a wonderful day hope ur well 😊,0.208271882
618,Really wish the woman upstairs would get carpet in her room for sound proof.  At it like a rabbit man🙉,0.1883295928
619,"@SchoolgirlDom @AbstraktMe Peek a boots. 😯
I mean peekaboo.😏
I mean, hello.🤓",0.196152613
620,@MitraBernadette @SanaJarche @MJarche The sunsets in #Edinburgh just keep getting better 😎 https://t.co/aiO3mABL7r,0.1984610452
621,"@_katiegold_xo I know Hun, just trying to find something we both want to go and can afford 😂 I’m skint 😪",0.1760179545
622,RT @JamTarts: Happy Wayne Foster Day! ⚽️🎈🎉 https://t.co/3FVma6PcAs,0.2998396922
623,"@itsclaireyx Your defo invited next time, I promise👩‍❤️‍💋‍👩❤️",0.3155498557
624,RT @JamTarts: Happy Wayne Foster Day! ⚽️🎈🎉 https://t.co/3FVma6PcAs,0.2998396922
625,@MicahGrimes @SarahKSilverman When these kids are voting they're going to give the boomers hell 😘,0.2119268996
626,"بال سنوارنے کیلئے کوئی کنگھی نہیں دیتا 
زندگی سنوارنے کیلئے کسی نے لڑکی کیا خاک دینی ہے 😂",0.1811478038
627,@morvenwolker No if ur workin 24/7😭 wishing that was me!,0.1610131452
628,RT @ch4lkster: Pleasure guys. Good to see both clubs coming together to work with grassroots coaches 👍⚽️ https://t.co/oEHeHzW1GQ,0.2398845784
629,@ErinElden97 You’re lucky mums no got Twitter 😂,0.1811478038
630,RT @Princessofwifi: This is so funny 😂💀 https://t.co/djE66j3Jft,0.1678743187
631,Anyone? 😂😂😂 https://t.co/KxQdgVtbaz,0.2094902212
632,RT @MichelleGr4h4m: Come on guys it's a fab read 😊 Love iScot Magazine 😊❤ https://t.co/A3g1rhOUHN,0.2974030138
633,"سوچ رہا ہوں اب #ٹیوٹر چھوڑ ہی دوں کیونکہ اب یہاں بچا ہی کیا 
ہے سواۓ منہ بولی بہنوں کےء😂😂 https://t.co/wRTbS3qXOL",0.1953190125
634,@FindommeLoser @CashMasterBates This is my favourite tweet ever. ✌️,0.1966655979
635,@tttinplay Standard practice for you really😏,0.1882654697
636,RT @susanvernor: My cousin sent me this video of him scaring his wee brother and I honestly can’t cope with how funny this is😭😭😂 https://t.…,0.1692209041
637,"RT @annewitha_e: 'you've been in power for 10 years and what have you done?'
👇👇👇
made Scotland better 
@STVNews @BBCScotlandNews @Channel4N…",0.2144918243
638,@brogandouglass @AllyBrogzP True friend 👏🏼,0.2003206156
639,@kaitlynlamontx @AleshiaChalmers @laurablake95 @FreeMemesKids Hate that 😂😂,0.1953190125
640,@NeeleyJonea Happy birthday Neeley hope you have a fabulous day! xxx 😊❤️🎉🎂🎁🎈🌹,0.4759217698
641,B O O M 👊💥 https://t.co/xOpT3Pcmsq,0.1910868868
642,@1987Gibbon I think I’m just jealous I never thought of it first! 😆,0.1932029497
643,@Kelseyboyle8x Always good gal😘😘😘,0.3018275088
644,"@Mrsdelboydave Know the feeling well... 🙄
😘",0.2119268996
645,"RT @xdeminess: Constant battle between not wanting to wear makeup so my skin clears &amp; wanting to wear makeup to hide my skin, waaahhhhh😩😩",0.1197819814
646,😍😍😍 gorgeous https://t.co/fb220vVBNB,0.2974030138
647,@TheHaraBand @galaxyxdevries_ @TheHaraJosh @TheHaraJack @TheHaraZack Nando’s🐔,0.18621353
648,@AllyBrogzP @brogandouglass Don’t think so 😌😌😌,0.2596986214
649,Brilliant @NatGalleriesSco #AccessableArt  #LoveIt ✨ https://t.co/lJZqlAxOqk,0.1894838089
650,RT @T4ylorFinlayson: The amount of times I’ve said “diet starts Monday”😭😒,0.1370310997
651,RT @lucyythomsonn: absolute FACT grey cottons on a boy is sooooo gorgeous 😻😻😻,0.2860532222
652,Absolutely loving @robbeckettcomic banter/narrating on @CelebsGoDating! Makes the show! Has me in stitches 😂 Top stuff! 👍🏻👏🏻,0.2478999679
653,"RT @DavidBairdSC: Messi has played against 82 different teams in his Barcelona career.

He has scored against 71 of them 

⚽️🐐 https://t.co…",0.2332157743
654,I just want my bubba to sleep throughout the whole entire night ... these night feeds are killing me😩😭,0.1374158384
655,RT @RCS_MT: Some sneaky pictures from rehearsals today. Spring Awakening opens two weeks on Saturday 🤘🏻🎤 https://t.co/5asz0s35sA,0.1974991985
656,"RT @Az_Aljabri: كانوا يقولون الاهلي عبارة عن السومة 
وبعد فترة قصيرة اتضح لهم ان الهلال عبارة عن ادواردو 👌🏻 https://t.co/582kVMpX9B",0.2030779096
657,@itsclaireyx You just want to nap though and not watch films with me 😥😂 I know you! 😂❤️,0.2509778775
658,@ThatCarterBlunt @EeveeHearts I would appreciate that. 😘,0.2119268996
659,"RT @annewitha_e: 'you've been in power for 10 years and what have you done?'
👇👇👇
made Scotland better 
@STVNews @BBCScotlandNews @Channel4N…",0.2144918243
660,@brogandouglass Mmm I think not 😂😂😂,0.2094902212
661,The amount of times I’ve said “diet starts Monday”😭😒,0.1370310997
662,🎉🎉lovely dinner out with fabulous ruth and her pals and I drove 😇😇😇!! Happy birthday ruth see… https://t.co/BdHG5OoZic,0.3745431228
663,@Laurawhiteoffic Hey Laura hope you’re well xxx ❤️,0.2148124399
664,RT @rosscolquhoun: 👀 https://t.co/fL5Nd9kv8I,0.1710163514
665,RT @susanvernor: My cousin sent me this video of him scaring his wee brother and I honestly can’t cope with how funny this is😭😭😂 https://t.…,0.1692209041
666,Failing bio😭,0.1610131452
667,😍🔥👌 https://t.co/kQm2M6Mpfa,0.2554664957
668,@Tommmbro @_EllaSinclair @givenchyass 😂😂,0.1953190125
669,@1Samcotton Happy birthday Sam😊 hope it’s been a good one!Xx,0.208271882
670,RT @MussaTariq: یہ وھی گیراج والا میکینک ھے نہ   #Justiceforsafdar😅 @MaryamNSharif https://t.co/A9Fr2yfBDl,0.1783905098
671,👏👏👏 https://t.co/2Z2LIfGiL4,0.2670086566
672,The mother on the right❤️ https://t.co/Nse4eyV7ob,0.2148124399
673,RT @Princessofwifi: This is so funny 😂💀 https://t.co/djE66j3Jft,0.1678743187
674,Why do people praise photographers from the past? None of them had to spend half an hour trying to think up a caption for @instagram 📷,0.1945495351
675,Thanks to Sandra T and Sandra O for speaking to us. 👩🏻👩🏼 https://t.co/QlrMP25A0t,0.1755690927
676,@theangry_wasp 🐝 Buzz off.,0.1805065726
677,"Oh, I’ll definitely have to try this, if only for market research purposes 😬 https://t.co/g2rVkjTMvO",0.1794164796
678,RT @MussaTariq: چور کی داڑھی میں تنکا پنجابی کا محاورہ کانے نو کاں کھوڑ جانا اے #patwari😃😃 https://t.co/mtcwoqSdwS,0.2384097467
679,@maxandharvey Think you should follow me ❤️❤️,0.2626482847
680,"20 strong G’s doing the OB tiing, gerrrrrrron 👬☝🏼🍾 @OceanBeachIbiza https://t.co/5Kz6LOJL98",0.1830073742
681,@JayFromTGF I lysm ❤️,0.2148124399
682,@_meganscott 😱😱😱,0.2035267714
683,"@tashagartside @EmilyKoch Good find, Tasha. 👍",0.2003847387
684,@Jack_Maynard23 @JayFromTGF Ahahahah jack 😂,0.1811478038
685,RT @beccaadavidson: heart breaks for this poor lassie imagine the person u love doing this to u☹️ makes me feel sick reading it https://t.c…,0.1335043283
686,Nothing worse seeing one of your girls upset and there’s nothing you can do 😭💔,0.1532542482
687,@MisMaz83 @malejudge You’re welcome hope you’re well 😍,0.210452068
688,@HappyBritScot @graeme_from_IT @CragFell I try not to use Bing but W10 thinks I should. 😖,0.157037512
689,RT @susanvernor: My cousin sent me this video of him scaring his wee brother and I honestly can’t cope with how funny this is😭😭😂 https://t.…,0.1692209041
690,@HannakinSky @TheWomenOfWho Yes and I cry like a baby every time I watch it! What a precious human ♥️,0.2091054825
691,@_hollyxoox 😍,0.210452068
692,RT @Princessofwifi: This is so funny 😂💀 https://t.co/djE66j3Jft,0.1678743187
693,"RT @Az_Aljabri: كانوا يقولون الاهلي عبارة عن السومة 
وبعد فترة قصيرة اتضح لهم ان الهلال عبارة عن ادواردو 👌🏻 https://t.co/582kVMpX9B",0.2030779096
694,@Amy_appleby Ur ain’t half ranting these days eh 🙄😂😂😂❤️,0.257326066
695,@StaceyWedlock5 ❤,0.2148124399
696,RT @Mhairibo: Getting through the week of studying by thinking about my travels around Scotland 😍… https://t.co/LJalcV2gr8,0.210452068
697,@eloisewatsonnnn Don’t feel too lucky ur the only person I️ know from livi😭😭😭😭😭😭😭😭 joking WuV u miss u the most it’s sad,0.1192689965
698,"@tttinplay Thank you Sir, very well done on the 26's 😆👌🏻",0.2293042642
699,RT @JamTarts: Happy Wayne Foster Day! ⚽️🎈🎉 https://t.co/3FVma6PcAs,0.2998396922
700,"Hey Ronda Rousey haters, get this. Her first love was pro wrestling. She’s always wanted to wrestle. 😱 
Still hate her?",0.1791599872
701,Getting through the week of studying by thinking about my travels around Scotland 😍… https://t.co/LJalcV2gr8,0.210452068
702,Some laugh booking ocean beach for 18 cunts like well done @Markscott_3 &amp, @RyanWeston97 some shift👏🏻🍾
703,@CaffeinatedBard Thanks 😉,0.1966655979
704,@Joe_Sugg Mikey is so big head like literally he can’t fit through the door 😭😂😂😂😂😂😂,0.2460403976
705,@itsclaireyx You serious or piss taking? 😂😂😂,0.2094902212
706,anyone wanna transfer me about a grand to buy everything from @gymshark !!? 🙋🏼‍♀️🙋🏼‍♀️🙋🏼‍♀️🙋🏼‍♀️,0.2913754408
707,RT @MichelleGr4h4m: @SamsHusband @TrulyScottishtv Well you're oan here 😱😱 Yer quite bloody capable o openin yer eyes 😜,0.2205193972
708,I’m actually a new person these days I love it 💃🏻,0.2140429625
709,RT @MichelleGr4h4m: @SamsHusband @TrulyScottishtv 😂😂😂😂😂😂😂 now ye should ken by noo!! I take nae prisoners 😂😂😂😂🙅🙅🙅,0.2840012825
710,RT @Princessofwifi: This is so funny 😂💀 https://t.co/djE66j3Jft,0.1678743187
711,RT @Princessofwifi: This is so funny 😂💀 https://t.co/djE66j3Jft,0.1678743187
712,RT @Princessofwifi: This is so funny 😂💀 https://t.co/djE66j3Jft,0.1678743187
713,Constantly feel like I want to burst into tears. Hate this feeling 😫😢 !!!!,0.158127605
714,"@MeganShersby @JackDAshby It’s is a notebook :) Kindly passed on by Waterbeetle legend Garth Foster! 

Thanks again Megan - so delighted 😁",0.1957678743
715,"Why's my Facebook bring posts up from weeks ago, look like a weirdo liking pictures thinking they have just been put up😭🤦",0.1610131452
716,@RobynMcLean20 💓💓,0.2521320936
717,Pesto chicken pasta 💯,0.174671369
718,My wee loves 😍 #LoveYourPetDay https://t.co/sLLlBl0yyl,0.210452068
719,@pinstripedline @UKDefJournal Lmao did STABs teach them to shape head dress! 🤦‍♂️,0.1749919846
720,"RT @RyanKearney___: OB booked , can a get a gerrooonn ? ☝🏼",0.186790638
721,RT @Princessofwifi: This is so funny 😂💀 https://t.co/djE66j3Jft,0.1678743187
722,RT @kiiimberellla: Ready to have a productive ass day❕ Lots on my to do list 📌📚 @EdNapierPublish #publishing #PublishingPostgrads https://t…,0.1756973389
723,@JamesMelville @PrecisionHomes_ Done. Like your tweets. 👍,0.2003847387
724,"A fantastic game today between our U15 rugby side and @LHSrugby14 - great people who played a fantastic brand of rugby. 

👍🏽",0.2003847387
725,RT @TrenMissle: @Davviin You never got back to me fam 😏,0.1882654697
726,"RT @alexandra_gros: Alors collègues scientifiques, c'est quoi vos erreurs ? 😀",0.2033985252
727,RT @reizkultur: I'll talk at the Braemar Mountain Festival about my bikepacking trip around the 🌎 &amp, will run a workshop &amp
728,@HappyBritScot @graeme_from_IT @CragFell Me.  😳,0.1681308112
729,"RT @_caatherinex: Always appreciate ur grandparents, most precious people ever😢👵🏼👴🏼❤️",0.2571978198
730,@DaleMclean8 😂 https://t.co/PsiK8tucAP,0.1811478038
731,I also need to go to a fucking gym because my arms are embarrassingly thin 😩,0.1433792882
732,"RT @HeriotsRugby: 📢 Saturday 24 February 📢
🏉 @TRI_Rugby 🆚 @HeriotsRugby XV
⏰ KO 14:30
👤 @Graham_K_Wilson back in action at Goldenacre!
💻 Fu…",0.3292080795
733,RT @sarahxxxnicol: Typical girly tweet but omg the day I get my lips done will be the BEST day of my life 💉👄,0.2203270279
734,RT @susanvernor: My cousin sent me this video of him scaring his wee brother and I honestly can’t cope with how funny this is😭😭😂 https://t.…,0.1692209041
735,@pilotbeeruk @TempestBrewCo @GAliBaxter 😂😂,0.1953190125
736,RT @BroghanMcneely: These Accountancy exams are actually going to be the death of me 😫😫,0.1483808913
737,@siferry8 👍🏻👍🏻👍🏻,0.267201026
738,@ForumBooks See you soon. Looks fantastic. Well done. All that hard work has paid off. ❤️📚❤️📚,0.3057390189
739,@Chris_Stark Brewhemia is good 😊,0.208271882
